initial_company_name,original_company_name,parent_company,parent_company_country,industry_naics_3_digit,industry_naics_4_digit,industry_naics_5_digit,revenue_2023_usd
FSG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FTAI Aviation,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
F-Tech,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FUTURAMA LIMITED,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
G500 Network,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Gadget Lab, LLC",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Gates,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
GDA Italy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Gebauer & Griller,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Gedimat,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
GEMAK GENEL SOGUTMA MAKINALARI SAN. VE TIC. A.S.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Gemeindeverwaltung,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
General Directorate of Residency and,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Global Business Group AG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
GLOBAL CAPITAL RESOURCES CORP.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"GLOBAL OCEAN LINK, LTD",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
globalsat S.A.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Glory Global Solutions,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
GLORY's Technology,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
GN,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Godo Steel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
GOKMEN TEKNOLOJI RNLERI PAZARLAMA SANAYI VE TICARET ANONIM SIRKETI,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
GOLOSINAS TRULULU S.A.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Gonvarri Industries,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
GovMobile,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
GovSmart Inc,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
GRAFILINEAS M Y M LIMITADA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Grand Distribution,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"GrandPad, Inc.",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Greater Anglia,Not Available,Abellio East Anglia Limited,United Kingdom,482 - Rail Transportation,4821 - Rail Transportation,48211 - Rail Transportation,Not Available
GREEN DIGITAL HELLAS PC,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Green Scene Landscaping,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"GreenChem Holding B.V,",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Greenergy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Greenworks Tools,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Grifols,,,,,,,
GROUPE ROCHER,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Grupa Azoty,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Grupa Medyczna,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Grupo Ocupa,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
GRUPO PINSA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Grupo Promax,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
gsf,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
GTS Signs,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
guante Gacel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Günther Wintergarten,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
GURELLER AVIZE AKS.ELEKT. EV ALT. ITH.IHR.SAN.TIC.LTD.STI.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
GV Management,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
H.B. FULLER COLOMBIA S.A.S.,Not Available,H.B. Fuller Company,USA,325 - Chemical Manufacturing,"3255 - Paint, Coating, and Adhesive Manufacturing",32552 - Adhesive Manufacturing,"3,700 M"
H.Hammelrath GmbH Co. KG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
H.J. Buender GmbH,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
H2 Green Power & Logistics GmbH,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Habi Kft.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Hagiwara,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Hakuto,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Halldis,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Hamsoa Pharm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Hankook Tire Austria GmbH,Not Available,"Hankook Tire & Technology Co., Ltd.",South Korea,326 - Plastics and Rubber Products Manufacturing,3262 - Rubber Product Manufacturing,32621 - Tire Manufacturing,Not Available
Hankook Tire Magyarorszag Kft. [DELETED],Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Hanmac,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Hanmo Semiconductor,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Hanwha Advanced Materials Germany GmbH,Not Available,Hanwha Group,South Korea,326 - Plastics and Rubber Products Manufacturing,3261 - Plastics Product Manufacturing,32619 - Other Plastics Product Manufacturing,Not Available
Hanyang Digitech,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Happy Fresh,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Harbor Tech Mobility Inc,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
HARUN ELEKTRONIK BEYAZ ESYA LTD.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
HASAN CITIL AS.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Hashimoto Sogyo Holdings,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"HAST LOGISTICS CO.,LTD.",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
HAUTS DE France BUREAUTIQUE,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Hegelmann Transporte Sp. z o.o.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Heinemann,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
HEKA LOGISTICS SAS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Hellenic Republic Misistry of National,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Hera,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Heraeus Holding,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Hero News-hungrig,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Het Opzet BVBA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Highline Motors,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Hipaax, LLC",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
HISENSE GORENJE CHILE SPA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
HL CHOICE CORP,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Homes4u,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
H-One,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
