initial_company_name,original_company_name,parent_company,parent_company_country,industry_naics_3_digit,industry_naics_4_digit,industry_naics_5_digit,revenue_2023_usd
Ray Europe GmbH,Ray Europe GmbH,Ray Europe GmbH,Germany,339 - Miscellaneous Manufacturing,3391 - Medical Equipment and Supplies Manufacturing,339113 - Surgical Appliance and Supplies Manufacturing,Not Available
Raymour & Flanigan,"Raymour & Flanigan Furniture, Inc.","Raymour & Flanigan Furniture, Inc.",US,442 - Furniture and Home Furnishings Stores,4421 - Furniture Stores,442110 - Furniture Stores,Not Available
RBL Bank Ltd.,RBL Bank Ltd.,RBL Bank Ltd.,India,522 - Depository Credit Intermediation,5221 - Commercial Banking,522110 - Commercial Banks,"73,250 M"
REAL BEBIDAS DA AMAZONIA LTDA,REAL BEBIDAS DA AMAZONIA LTDA,REAL BEBIDAS DA AMAZONIA LTDA,Brazil,312 - Beverages,3121 - Beverages,31211 - Soft Drinks and Bottled Water,Not Available
"Red River Computer Co., Inc.","Red River Computer Company, Inc.","Red River Computer Company, Inc.",US,3341 - Computer and Peripheral Equipment Manufacturing,33411 - Computer and Peripheral Equipment Manufacturing,334111 - Computer and Peripheral Equipment Manufacturing,Not Available
Red River Tea Company,Red River Tea Company,Red River Tea Company,US,312 - Beverage and Tobacco Product Manufacturing,3121 - Beverage Manufacturing,312111 - Soft Drink Manufacturing,Not Available
Red Sea,Red Sea International Company,Al Dabbagh Group Holding Company Limited,Saudi Arabia,5311 - Real Estate Development,531110 - Residential Real Estate Development,5311100 - Residential Real Estate Development (except for multifamily dwellings),"1,350 M"
Reddy Ice,Southland Ice,Reddy Ice Holdings Inc.,US,315 - Apparel Manufacturing,3152 - Cut and Sew Apparel Manufacturing,315220 - Men's and Boys' Cut and Sew Apparel Manufacturing,Not Available
Refresco,Refresco,Refresco Europe BV,Netherlands,312 - Beverage Manufacturing,3121 - Beverage Manufacturing,312111 - Soft Drink Manufacturing,Not Available
REGIO KFT.,REGIO Játékkereskedelmi Korlátolt Felelősségű Társaság,REGIO Játékkereskedelmi Korlátolt Felelősségű Társaság,Hungary,"451 - Sporting Goods, Hobby, Musical Instrument, and Book Stores","4511 - Sporting Goods, Hobby, and Musical Instrument Stores",451110 - Sporting Goods Stores,56.13 M
REINERT Logistic GmbH & Co. KG,REINERT Logistic GmbH & Co. KG,REINERT Logistic GmbH & Co. KG,Germany,484 - Truck Transportation,4841 - General Freight Trucking,"48411 - General Freight Trucking, Local",60 M
Rete Ferroviaria Italiana,Rete Ferroviaria Italiana,Ferrovie dello Stato,Italy,488 - Rail Transportation,"4881 - Rail Transportation, Line-Haul Operating","4881190 - Rail Transportation, Line-Haul Operating, Railroads",Not Available
Reutter,Reutter GmbH,Reutter-ITIB Group,Germany,332 - Fabricated Metal Product Manufacturing,3323 - Architectural and Structural Metals Manufacturing,33231 - Forging and Stamping,Not Available
Rexnord,Rexnord Corporation,Regal Rexnord Corporation,US,333 - Manufacturing,3333 - Industrial Machinery Manufacturing,333314 - Ball and Roller Bearing Manufacturing,Not Available
Riifo North America,RIIFO North America,"Rifeng Enterprise Group Co., Ltd",China,332 - Fabricated Metal Product Manufacturing,332310 - Fabricated Metal Product Manufacturing for Plumbing Fixtures,"332310P111 - Fabricated Metal Product Manufacturing for Plumbing Fixtures, Except Valves and Fittings",Not Available
RINDER-UNION WEST eG,Rinder-Union West eG,Rinder-Union West eG,Germany,115 - Support Activities for Agriculture and Forestry,1151 - Livestock Breeding,1151 - Livestock Breeding (except poultry),Not Available
RK Industries,"RK Mechanical, Inc.","RK Industries, LLC",US,238 - Construction Specialties,"2381 - Foundation, Structure, and Building Exterior Contractors","23811 - Foundation, Structure, and Building Exterior Contractors",Not Available
RM Dienstleistungen,RM Dienstleistungen AG,RM Dienstleistungen AG,Switzerland,561 - Administrative and Support Services,5613 - Employment Services,561330 - Professional Employer Organizations,Not Available
RMU Banovici,RMU Banovici d.d.,RMU Banovici d.d.,Bosnia and Herzegovina,2121 - Coal Mining,212110 - Bituminous Coal Underground Mining,2121101 - Bituminous Coal Underground Mining,Not Available
Roca Group,Roca Group,Roca Group,Spain,333 - Machinery Manufacturing,3333 - Commercial and Service Industry Machinery Manufacturing,333314 - Optical Instrument and Lens Manufacturing,Not Available
ROCKWOOL International,Rockwool International A/S,Rockwool A/S,Denmark,327 - Nonmetallic Mineral Product Manufacturing,3272 - Glass and Glass Product Manufacturing,327211 - Flat Glass Manufacturing,"2,120 M"
Rohlig Suus,ROHLIG SUUS Logistics,Röhlig Logistics,Poland,488 - Transportation and Warehousing,4881 - Support Activities for Transportation,488119 - Freight Transportation Arrangement,Not Available
ROLCO SHIPPING SAS,ROLCO SHIPPING SAS,ROLCO SHIPPING SAS,Colombia,488 - Support Activities for Transportation,4882 - Support Activities for Rail Transportation,488210 - Support Activities for Rail Transportation,Not Available
Roma Prince S.A.,Roma Prince S.A.,Roma Prince S.A.,Costa Rica,3119 - Food Manufacturing,"311911 - Pasta, Rice, and Similars Manufacturing",311911P - Pasta Manufacturing,Not Available
Roshfrans,"Comercial Roshfrans, S.A. de C.V.","Comercial Roshfrans, S.A. de C.V.",Mexico,4247 - Petroleum and Petroleum Products Wholesalers,424710 - Petroleum and Petroleum Products Wholesalers,42471000 - Petroleum and Petroleum Products Wholesalers,Not Available
Roullier,Groupe Roullier,Groupe Roullier,France,112 - Animal Production,1121 - Cattle Ranching and Farming,"11211 - Beef Cattle Ranching and Farming, including Feedlots",Not Available
Royal Devon University Healthcare NHS Fo,Royal Devon University Healthcare NHS Foundation Trust,Royal Devon University Healthcare NHS Foundation Trust,United Kingdom,622 - Hospitals,6221 - General Medical and Surgical Hospitals,622110 - General Medical and Surgical Hospitals,Not Available
RUAG MRO Holding AG,RUAG MRO Holding AG,RUAG International Holding Ltd,Switzerland,336 - Manufacturing,336411 - Aerospace Product and Parts Manufacturing,3364111 - Aircraft Manufacturing,Not Available
Russian Standard,Russian Standard,Roust Corporation,Russia,312 - Beverages,312210 - Distilleries,"31221010 - Distilleries, except whiskey and rye",Not Available
RWZ,RWZ,Raiffeisen Warennzentrale Rhein-Main AG (RWZ),Germany,3119 - Food and Beverage Stores,3119A - Food and Beverage Stores,3119A1 - Food and Beverage Stores,Not Available
S Foods Inc.,"Stamina Foods Co., Ltd.",S Foods Inc.,Japan,3116 - Animal Slaughtering and Processing,311611 - Meat Packing Plants,311611A - Meat Packing Plants,"2,880 M"
SA Recycling,SA Recycling LLC,Sims Limited,US,331 - Fabricated Metal Product Manufacturing,3312 - Iron and Steel Mills and Ferroalloy Manufacturing,331211 - Iron and Steel Mills,Not Available
Sae Dong Brasil,"Sae Dong Co., Ltd.","Sae Dong Co., Ltd.",South Korea,3363 - Manufacturing of Motor Vehicle Parts,336314 - Motor Vehicle Body and Trailer Manufacturing,33631401 - Motor Vehicle Body Manufacturing,Not Available
Saica,Sociedad Anónima Industrias Celulosa Aragonesa,Saica Group,Spain,322 - Paper and Paper Products Manufacturing,"3221 - Pulp, Paper, and Paperboard Mills",32211 - Pulp Mills,Not Available
Saigon Union of Trading Co-operatives,Saigon Union of Trading Co-operatives,Saigon Union of Trading Co-operatives,Vietnam,452 - General Merchandise Stores,4529 - Other General Merchandise Stores,452990 - All Other General Merchandise Stores,Not Available
Sakura Finetek Europe,Sakura Finetek Europe B.V.,"Sakura Finetek Japan Co., Ltd.",Japan,3399 - Manufacturing of Medical Instruments,3399-1 - Manufacturing of Surgical and Medical Instruments,"3399-11 - Manufacturing of Surgical and Medical Instruments, Except Dental",Not Available
SALDANHA RODRIGUES LTDA,SALDANHA RODRIGUES LTDA,SALDANHA RODRIGUES LTDA,Brazil,339 - Miscellaneous Manufacturing,3391 - Medical Equipment and Supplies Manufacturing,339112 - Surgical and Medical Instrument Manufacturing,Not Available
Salzgitter,Salzgitter AG,Salzgitter AG,Germany,331 - Primary Metal Manufacturing,3311 - Steel Production,331110 - Iron and Steel Mills and Ferroalloy Manufacturing,"4,920 M"
Samcom Electronics LLC,SAMCOM ELECTRONICS LLC,SAMCOM ELECTRONICS PTE. LTD.,United Arab Emirates,334 - Electronics and Appliance Stores,3342 - Electronics and Appliance Stores,334210 - Electronics and Appliance Stores,Not Available
SAMI SOYBAS DEMIR SAN VE TIC. A.S,SAMİ SOYBAŞ DEMİR SANAYİ VE TİCARET A.Ş.,SAMİ SOYBAŞ DEMİR SANAYİ VE TİCARET A.Ş.,Turkey,331 - Iron and Steel Mills and Ferroalloy Manufacturing,3311 - Iron and Steel Mills,331111 - Iron and Steel Mills,Not Available
Samsung Electronics Nordic AB(SENA),Samsung Electronics Nordic AB,"Samsung Electronics Co., Ltd.",South Korea,"423 - Merchant Wholesalers, Durable Goods",423610 - Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,42361000 - Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,Not Available
"SANROSAN, SA","SANROSAN, SA","SANROSAN, SA",Spain,Not Available,Not Available,Not Available,Not Available
"Sansi North America, LLC","Sansi North America, LLC",Sansi (SNA Displays),United States,334 - Computer and Electronic Product Manufacturing,3344 - Semiconductor and Other Electronic Component Manufacturing,334411 - Electron Tube Manufacturing,Not Available
Sansibar,Sansibar,J.J. Darboven,Germany,3119 - Food Manufacturing,311920 - Specialty Coffee Roasting,3119201 - Specialty Coffee Roasting,Not Available
Saras LLC,Saras LLC,Saras LLC,US,541 - Computer Systems Design and Related Services,5415 - Computer Systems Design and Related Services,541512 - Computer Systems Design Services,Not Available
Sasa,Sa Sa International Holdings Limited,Sa Sa International Holdings Limited,Cayman Islands,Not Available,Not Available,Not Available,Not Available
SATO,SATO Holdings Corporation,SATO Holdings Corporation,Japan,334 - Computer and Electronic Product Manufacturing,"3345 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","334511 - Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",Not Available
Sberbank,Sberbank Europe AG,PJSC Sberbank,Russia,5221 - Depository Credit Intermediation,522110 - Commercial Banking,5221100 - Commercial Banking,Not Available
SC Carmeco,S.C. Carmeco S.A.,S.C. Carmeco S.A.,Romania,3116 - Meat Products,311611 - Meat Preparations,311611P - Meat Preparations,Not Available
Schunk Group,Schunk GmbH,Schunk Group,Germany,331 - Primary Metal Manufacturing,3313 - Alumina and Aluminum Production and Processing,331314 - Secondary Smelting and Alloying of Aluminum,Not Available
Scion International,Scion International LLC,Scion International LLC,United Arab Emirates,325 - Chemical Manufacturing,"3256 - Soap, Cleaning Compound, and Toilet Preparation Manufacturing",32561 - Soap and Other Detergent Manufacturing,Not Available
ScotRail Trains Limited,ScotRail Trains Limited,Scottish Rail Holdings,Scotland,491 - Postal Service,4910 - Postal Service,49100 - Postal Service,Not Available
SDF S.p.A,SDF S.p.A.,SDF S.p.A.,Italy,333 - Machinery Manufacturing,"3331 - Agriculture, Construction, and Mining Machinery Manufacturing",333110 - Agricultural Implement Manufacturing,Not Available
Seaboard,Seaboard Marine,Seaboard Corporation,US,483 - Water Transportation,4832 - Deep Sea Freight Water Transportation,48321 - Deep Sea Freight Water Transportation of Goods,Not Available
Sealy e-Commerce,Mattress Firm,"Tempur Sealy International, Inc.",US,4421 - Furniture and Home Furnishings Stores,442110 - Furniture Stores,4421100 - Mattress Stores,Not Available
SEB BUREAUTIQUE,SEB BUREAUTIQUE,PAYS LOIRE BUREAUTIQUE,France,541 - Computer Facilities Management Services,5413 - Computer Facilities Management Services,54133 - Computer Facilities Management Services,Not Available
Sedano’s Supermarkets,Sedano's Supermarkets,Sedano's Supermarkets,US,445 - Food and Beverage Stores,4451 - Grocery Stores,44511 - Supermarkets and Other Grocery (except Convenience) Stores,381.5 M
Seedcom Logistics,Seedcom Logistics,Seedcom Group,Vietnam,"424 - Merchant Wholesalers, Nondurable Goods",4247 - Petroleum and Petroleum Products Merchant Wholesalers,424710 - Petroleum Bulk Stations and Terminals,Not Available
SEFERHSAR DAYANIKLI TKETM MALLARI NAAT TURZM TCARET LMTED RKET,SEFERHSAR DAYANIKLI TCKETM MALLARI NAAT TURZM TCARET LMTED RKET,SEFERHSAR DAYANIKLI TCKETM MALLARI NAAT TURZM TCARET LMTED RKET,Not Available,Not Available,Not Available,Not Available,Not Available
Sefton Library & information Service,Sefton Library & Information Service,Sefton Council,United Kingdom,541 - Information Services,5416 - Other Information Services,541690 - Other Information Services,Not Available
SENA,"Sena Technologies, Inc.","Sena Technologies, Inc.",US,334 - Computer and Electronic Product Manufacturing,3342 - Communications Equipment Manufacturing,334210 - Telephone Apparatus Manufacturing,Not Available
SENETSEPET COM ALISVERIS MERKEZI,Senet Sepet Alışveriş Merkezleri Ltd. Sti.,Senet Sepet Alışveriş Merkezleri Ltd. Sti.,Turkey,443 - Retail Trade,44311 - Electronics and Appliance Stores,443110 - Electronics and Appliance Stores,Not Available
Sensience,Therm-O-Disc,One Rock Capital Partners,US,3345 - Electronics and Electrical Equipment Manufacturing,334511 - Electronic Component Manufacturing,3345111 - Sensing and Control Devices Manufacturing,Not Available
SEPAK,Sepak Takraw,International Sepaktakraw Federation (ISTAF),Thailand,Not Available,Not Available,Not Available,Not Available
Sews Cabind,SEWS CABIND ALBANIA,Sumitomo Electric Group,Not Available,3363 - Motor Vehicle Parts Manufacturing,336314 - Motor Vehicle Electrical and Electronic Equipment Manufacturing,336314011 - Motor Vehicle Wiring Harness Manufacturing,Not Available
Seymours,Seymour Whyte Pty Ltd,VINCI Construction International Network,France,237 - Heavy and Civil Engineering Construction,"2373 - Highway, Street, and Bridge Construction","23731 - Highway, Street, and Bridge Construction",Not Available
SFA SEMICON,SFA Semicon Philippines Corporation,"SFA Semicon Co., Ltd.",South Korea,334 - Computer and Electronic Product Manufacturing,3341 - Computer and Peripheral Equipment Manufacturing,33411 - Computer and Peripheral Equipment Manufacturing,Not Available
"Sheetz, SRC Logistics","Sheetz, Inc.","Sheetz, Inc.",US,445 - Retail Bakeries,4451 - Retail Bakeries,44512 - Retail Bakeries,Not Available
Shoppar Limited,Shoppar Ltd,Shoppar Ltd,Not Available,"5416 - Management, Scientific, and Technical Consulting Services",54161 - Management Consulting Services,541611 - Administrative Management and General Management Consulting Services,Not Available
SIBUR,PJSC «SIBUR Holding,PJSC «SIBUR Holding,Russia,325 - Chemical Manufacturing,3251 - Basic Chemical Manufacturing,325110 - Petrochemical Manufacturing,Not Available
SIDIA INSTITUTO DE CIENCIA E TECNOLOGIA,SIDIA INSTITUTO DE CIENCIA E TECNOLOGIA,SIDIA INSTITUTO DE CIENCIA E TECNOLOGIA,Brazil,"541 - Professional, Scientific, and Technical Services",5417 - Scientific Research and Development Services,"541710 - Research and Development in the Physical, Engineering, and Life Sciences",Not Available
SIG - Safe in Greece . IKE,IKEA,Inter IKEA Systems B.V.,Netherlands,442 - Furniture and Home Furnishings Stores,4421 - Furniture Stores,44211 - Furniture Stores,Not Available
SILICON LABS,"Silicon Laboratories, Inc.","Silicon Laboratories, Inc.",US,334 - Computer and Electronic Product Manufacturing,3342 - Communications Equipment Manufacturing,33421 - Telephone Apparatus Manufacturing,782 M
